若	ruò	nyak	n̯ak	 you	81559
寡	gua	kwaeX	kwáe		83401
寡人	guǎrén	kwaeX nyin	kwáe n̯ı̄n	 few / (other) person	83401
弱	ruò	nyak	n̯ak	 weak	85301
強/彊/强	qiáng	gjang	gȷāng		85344
齊	qí	dzej	dzēȷ	 uniform, equal	85370
齊	Qí	dzej	dzēȷ	 uniform, equal	85370
飛	fēi	pj+j	pȷų̄ȷ	 fly (v.)	85427
鳥	niaǒ	tewX	téw		85444
衣	yī	'j+j 'j+j	'ȷų̄ȷ 'ȷų̄ȷ	 clothes / clothes	85484
衣	yì	'j+jH	'ȷų̀ȷ	 wear (v.t.)	85484
衣	yì	'j+jH	'ȷų̀ȷ	 wear (v.t.)	85484
農	nóng	nowng	nōwng	 agriculture; to farm	85646
工	gōng	kuwng	kūwng	 officer	85647
陽	yáng	yang	yāng	 bright	86650
貴	guì	kjw+jH	kȷwų̀ȷ	 precious; expensive	86658
食	shí	zyik zyik	z̯ık z̯ık	 eat / eat	86667
食	sì	ziH	zı̀	 feed (v.)	86667
越	yuè	hjwot	hȷwot	 pass over	86671
越	Yuè	hjwot	hȷwot	 pass over	86671
手	shǒu	syuwX	s̯úw	 hand	86691
寄	jì	kjeH	kȷè	 entrust to	87888
典	diǎn	tenX	tén	 statute, norm	88141
明	míng	mjaeng	mȷāeng	 bright	88160
呼	hū	xu	xū	 call out, shout	88487
報	bào	pawH	pàw	 repay	88488
報	bào	pawH	pàw	 repay	88488
齒	chǐ	tsyhiX	ts̯hı́	 front teeth	89148
犬	quǎn	khwenX	khwén	 dog	91171
半	bàn	panH	pàn	 half	91181
牛	niú	ngjuw	ngȷūw	 ox	91201
聲	shēng	syeng	s̯ēng	 sound (n.)	91603
青	qīng	tsheng	tshēng	 green or blue	92096
加	jiā	kae	kāe	 add	92109
江	Jiāng	kaewng	kāewng	 (Yangzi) river	92124
雜	zá	dzop	dzop	 mixed	92139
固	gù	kuH	kù	 fortified, secure	93223
良	liáng	ljang	lȷāng	 good	97600
良人	liángrén	ljang nyin	lȷāng n̯ı̄n	 good / (other) person	97600
車	chē	tsyhae tsyhae	ts̯hāe ts̯hāe	 chariot / chariot	97649
船	chuán	zywen	z̯wēn	 boat	97684
魚	yú	ngjo	ngȷō	 fish (n.)	98745
亂	luàn	lwanH	lwàn	 disorder, rebellion	99283
必	bì	pjit	pȷıt	 necessarily	99829
誠	chéng	dzyeng	dz̯ēng	 sincere	99836
成	chéng	dzyeng	dz̯ēng	 to become (v.i.)	100354
瞽	gu	kuX	kú		100734
主	zhu	tsyuX	ts̯ú		100755
主	zhu	tsyuX	ts̯ú		100755
制	zhì	tsyejH	ts̯èȷ	 cut out, prepare	100827
歟/與	yú	yo	yō		101891
耶/邪	yé	yae	yāe		101900
邪	xié	zjae	zȷāe	 awry	101902
真/眞	zhēn	tsyin	ts̯ı̄n	 true, real	102441
丘	qiū	khjuw	khȷūw	 hill, mound	102761
柏	bǎi	paek	paek	 cypress	103871
音	yīn	'im	'ı̄m	 sound, tone	103994
據	jù	kjoH	kȷò	 grasp; depend on	105047
給	gěi	kip	kıp		105208
李	lǐ	liX	lı́	 plum	105314
白	bái	baek	baek	 white	105315
故	gù	kuH	kù	 fact; reason	105690
兵	bīng	pjaeng	pȷāeng	 weapon	105708
引	yǐn	yinX	yı́n	 draw the bow	107487
亦	yì	yek	yek	 armpit	109505
遠	yuǎn	hjwonX	hȷwón	 far	111655
遠	yuàn	hjwonX	hȷwón		111655
簡	jiǎn	keanX	kéan	 bamboo slip for writing	112072
簡	jiaň	keanX	kéan		112072
簡	Jiǎn	keanX	kéan	 bamboo slip for writing	112072
弒	shì	syiH	s̯ı̀	 assassinate	112075
敗	bài	baejH baejH	bàeȷ bàeȷ	 suffer defeat / suffer defeat	113139
敗	bài	baejH baejH	bàeȷ bàeȷ	 suffer defeat / suffer defeat	113139
盡	jǐn	tsinX	tsı́n	 exhaust (v.)	113200
盡	jìn	dzinX dzinX	dzı́n dzı́n	 exhaust (v.) / exhaust (v.)	113200
聞	wén	mjun	mȷūn	 hear (v.)	113684
聞	wèn	mjun	mȷūn		113684
見	jiàn	kenH	kèn	 see (v.)	113686
見	xiàn	henH	hèn	 appear	113686
志	zhì	tsyiH	ts̯ı̀	 goal, intention, aspiration	114167
軍	jūn	kjun	kȷūn	 army; camp	114726
止	zhǐ	tsyiX	ts̯ı́	 foot; stop	114729
短	duǎn	twanX	twán	 short	114874
多	duō	ta	tā	 many	114936
往	wǎng	hjwangX	hȷwáng	 go to	115192
恐	kǒng	khjowngX	khȷówng	 fear	116066
懼	jù	gjuH	gȷù	 fear (v.)	116085
懼	jù	gjuH	gȷù	 fear (v.)	116085
毋/無/无	wú	mju	mȷū	 don't	116905
甚	shèn	dzyimH dzyimX	dz̯ı̀m dz̯ı́m	 excessive / excessive, very	117679
果	guǒ	kwaX	kwá	 fruit; result	118004
買	mǎi	meaX	méa	 buy	118279
能	néng	nong noj	nōng nōȷ	 a kind of bear / a kind of bear	119002
敢	gǎn	kamX	kám	 dare	119030
肯	kěn	khongX	khóng	 to be willing	119044
知	zhī	trje	ṭȷē	 know	119064
務	wù	mjuH	mȷù	 exert oneself	119095
宜	yí	ngje	ngȷē	 sacrifice to the deity of the soil (K)	119157
深	shēn	syim syim	s̯ı̄m s̯ı̄m	 deep / deep	119273
火	huǒ	xwaX	xwá	 fire	119296
熱	rè	nyet	n̯et	 hot	119314
訟	sòng	zjowngH	zȷòwng	 litigate	119362
蔡	Cài	tshajH	tshàȷ	 (name of a state)	119385
棺	guān	kwan	kwān	 inner coffin	119405
色	sè	srik	ṣık	 color; countenance	119628
罪	zuì	dzwojX	dzwóȷ	 crime, offense	119664
請	qǐng	tshjengX tshjengX	tshȷéng tshȷéng	 request / request	119794
免	miǎn	mjenX	mȷén	 avoid	121030
害	hài	hajH	hàȷ	 be hurt (v.i.); injury (n.)	121303
殺	shā	sreat	ṣeat	 kill	122233
欺	qī	khi	khı̄	 to deceive, cheat	122357
罔	wǎng	mjangX	mȷáng	 net	122376
罔	wǎng	mjangX	mȷáng	 net	122376
勢	shì	syejH	s̯èȷ	 circumstances, setting	122402
憂	yōu	'juw	'ȷūw	 grief, grieved	124548
侵	qīn	tshim	tshı̄m	 invade	124555
觀	guān	kwan kwan	kwān kwān	 look (v.) / look (v.)	124564
觀	guàn	kwanH	kwàn	 watchtower	124564
伐	fá	bjot	bȷot	 cut; strike; attack	124571
伐	fá	bjot	bȷot	 cut; strike; attack	124571
甘	gān	kam	kām	 sweet	124580
井	jǐng	tsjengX	tsȷéng	 well (n.)	124581
竭	jié	gjet	gȷet	 exhaust (v.); dry up	124583
形/刑	xíng	heng	hēng	 form, shape	126409
除	chú	drjo	ḍȷō	 remove; get rid of	126520
監	jiān	kaem	kāem	 inspect	127550
藍	lán	lam	lām	 indigo	127568
事	shì	dzriH	dẓı̀	 serve; service, affair	135705
卒	zú	tswit	tswıt	 finish, die	135815
卒	zú	tswit	tswıt	 finish, die	135815
卒	cù	tswit	tswıt		135815
徒	tú	du	dū	 go on foot	135835
徒	tú	du	dū	 go on foot	135835
里	lǐ	liX	lı́	 li (measure of distance); village	135888
里	lı̌	liX	lı́		135888
愚	yú	ngju	ngȷū		135906
廣	guǎng	kwangX	kwáng	 wide	135929
飲	yǐn	'imX	'ı́m	 drink (v.)	136854
飲	yìn	'imH	'ı̀m	 give to drink	136854
惡	è	'ak	'ak	 bad, ugly	137038
惡	wù	'uH 'uH	'ù 'ù	 hate (v.) / hate (v.)	137038
惡	wū	'u	'ū		137038
視	shì	dzyijX	dz̯ı́ȷ	 look, see	137106
示	shì	zyijH	z̯ı̀ȷ	 show (v.)	137135
椁	guǒ	kwak	kwak		138928
奪	duó	dwat	dwat	 seize	139126
聽	tīng	theng	thēng	 listen	139550
告	gào	kawH	kàw	 announce, inform	139624
賜	cì	sjeH	sȷè	 give	139733
錢	qián	dzjen	dzȷēn	 coin, money	139753
弗	fú	pjut	pȷut	 (negation)	139934
勿	wù	mjut	mȷut	 don't	139977
患	huàn	hwaenH	hwàen	 calamity; distress	140082
亡	wáng	mjang	mȷāng	 flee; disappear; die	141248
亡/亾	wáng	mjang	mȷāng	 flee; disappear; die	141248
忘	wàng	mjangH	mȷàng	 forget	141253
失	shī	syit	s̯ıt	 lose	141265
毀	huǐ	xjweX	xȷwé	 demolish	141289
順	shùn	zywinH	z̯wı̀n	 follow; obey	141425
忍	rěn	nyinX	n̯ı́n	 cruel	141446
詐	zhà	tsraeH	tṣàe	 treacherous	141469
諸	zhū	tsyo	ts̯ō	 many	142654
諸	zhū	tsyo	ts̯ō	 many	142654
取/趣	qǔ	tshjuX tshjuX	tshȷú tshȷú	 take / take	142885
桀	Jié	gjet	gȷet	 remarkable; hero	142990
紂	Zhòu	drjuwX	ḍȷúw	 leather belt used on the rump of a horse hitched to a cart; name of last Shāng ruler	143038
滕	Téng	dong	dōng		143097
求	qiú	gjuw	gȷūw	 seek	143138
救	jiù	kjuwH	kȷùw	 help, save	143158
叛/畔	pàn	banH	bàn		146409
帥/率	shuài	srwijH	ṣwı̀ȷ	 leader (of an army)	146416
帥/率	shuài	srwijH	ṣwı̀ȷ	 leader (of an army)	146416
匹夫	pıf̌ ū	phjit bju	phȷıt bȷū	  /	146420
和	hé	hwa	hwā	 harmonious	149791
和	hè	hwaH	hwà	 tune (instruments); respond in singing	149791
倉	cāng	tshang	tshāng	 tshang-kaeng 'oriole'	155318
廩	lǐn	limX	lı́m	 granary	155340
門	mén	mwon	mwōn	 gate, door	156134
門	人ménrén	mwon	mwōn	 gate, door	156134
門	下ménxià	mwon	mwōn	 gate, door	156134
社稷	shèjí	dzyaeX tsik	dz̯áe tsık	 sacrifice to the spirit of the soil /	158158
歲	suì	sjwejH	sȷwèȷ	 year	158833
貨	huò	xwaH	xwà	 (movable) property, goods	158938
敵	dí	dek	dek	 oppose; enemy	158957
禍	huò	hwaX	hwá	 calamity	159949
薪	xīn	sin	sı̄n	 firewood	160278
喪	sāng	sang	sāng	 mourning, burial	160320
喪	sàng	sangH sangH	sàng sàng	 lose; destroy / lose; destroy	160320
玄	xuán	hwen	hwēn	 dark	160457
又/有	yòu	hjuwH	hȷùw	 also, in addition	160459
犯	fàn	bjomX	bȷóm		161747
位	wèi	hwijH	hwı̀ȷ	 standing, position	162959
如	rú	nyo	n̯ō	 go to	163017
如	rú	nyo	n̯ō	 go to	163017
傷	shāng	syang	s̯āng	 wound	163057
刑	xíng	heng	hēng	 punish(ment)	163078
危	wēi	ngjwe	ngȷwē	 in danger	163200
末	mò	mat	mat	 end of a branch	164564
執	zhí	tsyip	ts̯ıp	 seize	164569
執政	zhízhèng	tsyip tsyengH	ts̯ıp ts̯èng	 seize / government	164569
右	yòu	hjuwH hjuwX	hȷùw hȷúw	 right hand / right hand	164572
左右	zuǒyòu	tsaX hjuwH hjuwX	tsá hȷùw hȷúw	 left (side) / right hand / right hand	164572
重	zhòng	drjowngX drjowngX	ḍȷówng ḍȷówng	 heavy / heavy	165118
重	chóng	drjowng	ḍȷōwng	 repeat; double	165118
黑	hēi	xok	xok	 black	165177
冠	guān	kwan	kwān	 cap (n.)	165814
冠	guàn	kwanH	kwàn	 cap (v.)	165814
冠	guàn	kwanH	kwàn	 cap (v.)	165814
路	lù	luH	lù	 road	165984
仲	zhòng	drjuwngH	ḍȷùwng	 middle (of brothers)	166331
鄭	Zhèng	drjengH	ḍȷèng	 Zhèng (a surname)	167382
漆	qī	tshit	tshıt	 varnish tree	167567
輪	lún	lwin	lwı̄n	 wheel	167961
姬	Jī	ki	kı̄	 (family name)	168262
任	rén	nyim	n̯ı̄m		168292
任	rèn	nyimH	n̯ı̀m	 burden; charge (n.)	168292
晉	Jìn	tsinH	tsı̀n	 Jìn (place name)	169014
然	rán	nyen	n̯ēn	 so, thus; (adv suffix)	169656
然	rán	nyen	n̯ēn	 so, thus; (adv suffix)	169656
然而	ránér	nyen nyi	n̯ēn n̯ı̄	 so, thus; (adv suffix) / and, but	169656
然後	ránhòu	nyen huwX huwX	n̯ēn húw húw	 so, thus; (adv suffix) / after / after	169656
然則	ránzé	nyen tsok	n̯ēn tsok	 so, thus; (adv suffix) / then	169656
殆	dài	dojX	dóȷ	 danger	171372
蓋	gài	kajH	kàȷ	 cover (v.); cover (n.)	171394
庶人	shùrén	syoH nyin	s̯ò n̯ı̄n	 numerous; commoner / (other) person	171425
幾	jī	kj+j	kȷų̄ȷ	 small; almost	171426
幾	jǐ	kj+jX kj+jX	kȷų́ȷ kȷų́ȷ	 few; how many / few; how many	171426
幾何	jǐh é	kj+jX kj+jX ha	kȷų́ȷ kȷų́ȷ hā	 few; how many / few; how many /	171426
庶幾	shùjī	syoH kj+j	s̯ò kȷų̄ȷ	 numerous; commoner / small; almost	171426
畏	wèi	'jw+jH	'ȷwų̀ȷ	 fear (v.); threaten	172315
圖	tú	du	dū	 consider	173782
改	gǎi	kojX	kóȷ	 change (v.)	173850
都	dū	tu	tū	 capital city	174033
莫	mò	mak	mak	 there is no X such that X …	174330
孰	shú	dzyuwk	dz̯uwk	 who	174347
舉	jǔ	kjoX	kȷó	 lift, raise	174355
舉	jǔ	kjoX	kȷó	 lift, raise	174355
兼	jiān	kem	kēm	 combine; at the same time	175169
遍/徧	biàn	penH	pèn		175172
侯	hóu	huw	hūw	 feudal lord	175604
諸侯	zhūhóu	tsyo huw	ts̯ō hūw	 many / feudal lord	175604
異	yì	yiH	yı̀	 different	175651
夜	yè	yaeH	yàe	 night	176002
晝	zhòu	trjuwH	ṭȷùw	 daytime	176006
豕	shǐ	syeX	s̯é	 swine	176241
立	lì	lip	lıp	 stand (v.)	176245
離	lí	lje lje	lȷē lȷē	 meet with, encounter / meet with, encounter	176486
裂	liè	ljet	lȷet	 to cut, split	177178
蔬/疏	shū	srjo	ṣȷō	 vegetable, grain	177204
囂囂	xiāoxiāo	xjew xjew	xȷēw xȷēw	  /	177309
曰	yuē	hjwot	hȷwot	 say	177313
怫然	fúrán	bj+jH nyen	bȷų̀ȷ n̯ēn	 grieved / so, thus; (adv suffix)	178099
填/塡	tián	den	dēn	 obstruct; embankment	178228
相	xiāng	sjang sjang	sȷāng sȷāng	 mutually / mutually	178256
相	xiàng	sjangH	sȷàng	 appearance, quality	178256
怒	nù	nuX	nú	 angry	178577
怒	nù	nuX	nú	 angry	178577
鼓	gǔ	kuX	kú	 drum (n.)	178655
遇	yù	ngjuH	ngȷù	 meet with	178723
哭	kū	khuwk	khuwk	 weep	179062
臥/卧	wò	ngwaH	ngwà	 lie down, sleep	181676
保	bǎo	pawX	páw	 protect	182246
同	tóng	duwng	dūwng	 together, join	182323
戶	hù	huX	hú	 to stop, to check	182390
兒	ér	nye	n̯ē	 child	185800
啼	tí	dej	dēȷ	 weep, howl	185801
醒	xǐng	sengX	séng	 wake up	185811
鵠	hú	howk	howk		185814
浴	yù	yowk	yowk		185817
淵	yuān	'wen	'wēn	 abyss	185823
喟	kuì	khweajH	khwèaȷ	 sigh	185824
歎/嘆	tàn	thanH	thàn		185826
伏	fú	bjuwk bjuwH	bȷuwk bȷùw	 lie prostrate / hatch (v.)	187135
禹	Yǔ	hjuX	hȷú	 insect; proper name	187335
貢	gòng	kuwngH	kùwng	 tribute	187336
誓	shì	dzyejH	dz̯èȷ	 swear	187614
登	dēng	tong	tōng	 a kind of sacrificial vessel	189471
啟	qǐ	#	#		189482
共/供	gōng	kjowng	kȷōwng		189514
共	gòng	gjowngH	gȷòwng	 together, all	189514
方	fāng	pjang	pȷāng	 square	189516
方	fāng	pjang	pȷāng	 square	189516
方	fāng	pjang	pȷāng	 square	189516
功	gōng	kuwng	kūwng	 work, effort	189519
靜	jìng	dzjengX	dzȷéng		189527
違	wéi	hjw+j	hȷwų̄ȷ	 go against	189530
象	xiàng	zjangX	zȷáng	 elephant	189533
象	xiàng	zjangX	zȷáng	 elephant	189533
恭	gōng	kjowng	kȷōwng	 respectful	189534
嗣	sì	ziH	zı̀	 succeed, inherit	189564
開	kāi	khoj	khōȷ	 to open (v.i.)	189568
凶	xiōng	xjowng	xȷōwng	 unlucky	189578
聚	jù	dzjuX	dzȷú	 bring together	189609
布	bù	puH	pù	 cloth	189610
稽	qǐ	khejX	khéȷ	 bow the head to the ground	189827
考	kǎo	khawX	kháw	 old; deceased father	191242
考	kǎo	khawX	kháw	 old; deceased father	191242
皮	pí	bje	bȷē	 skin	191262
于	yú	hju	hȷū	 go; at	191716
焉	yān	'jen	'ȷēn	 how	191950
焉	yán	'jon	'ȷōn		191950
起	qǐ	khiX	khı́	 rise (v.)	194351
司空	sīkōng	si khuwng khuwng	sı̄ khūwng khūwng	 superintend / hollow, empty; hole / hollow, empty; hole	196150
空	kōng	khuwng khuwng	khūwng khūwng	 hollow, empty; hole / hollow, empty; hole	196150
游/遊	yóu	yuw	yūw	 float, swim	196176
降	jiàng	kaewngH	kàewng	 descend	196292
降	xiáng	haewng	hāewng	 submit	196292
陋	lòu	luwH	lùw	 narrow; base (adj.)	196379
巷	xiàng	haewngH	hàewng	 lane, street	196402
隱	yǐn	'j+nX 'j+nX	'ȷų́n 'ȷų́n	 grieved; suffering / grieved; suffering	196677
蕩/盪	dàng	dangX	dáng	 beat furiously (of the heart)	196847
福	fú	pjuwk	pȷuwk	 blessing	197367
輕	qīng	khjieng	khȷı̄eng	 light (≠ heavy)	197392
羽	yǔ	hjuX	hȷú	 feather, wing	197438
智/知	zhì	trjeH	ṭȷè	 knowledge	197587
爭/争	zhēng	tsreang	tṣēang	 strife, quarrel	197610
託	tuō	thak	thak	 entrust	197753
魏	Wèi	ngjw+jH	ngȷwų̀ȷ	 high	198777
委	wěi	'jweX	'ȷwé	 entrust to	198797
景	Jǐng	kjaengX	kȷáeng	 bright; image	198820
弓	gōng	kjuwng	kȷūwng	 bow (n.)	198872
克	kè	khok	khok	 carry; able; dominate	198971
牧	mù	mjuwk	mȷuwk	 to herd, herdsman	198976
野	yě	yaeX	yáe	 open country	198977
紳	shēn	syin	s̯ı̄n	 sash around the waist	200418
邑	yì	'ip	'ıp	 city, town	200437
岐	Qí	gjie	gȷı̄e		200469
未	wèi	mj+jH	mȷų̀ȷ	 not yet	200514
未	wèi	mj+jH	mȷų̀ȷ	 not yet	200514
朝	cháo	drjew	ḍȷēw	 (morning) audience at court	201330
朝	zhāo	trjew trjew	ṭȷēw ṭȷēw	 morning / morning	201330
將	jiāng	tsjang tsjang	tsȷāng tsȷāng	 bring / bring	201340
將	jiàng	tsjangH	tsȷàng	 lead (v.); leader	201340
勸	quàn	khjwonH	khȷwòn	 encourage	201977
錯/措	cù	tshuH	tshù		202805
廟	miào	mjewH	mȷèw	 a kind of building with side rooms	202823
劍	jiàn	kjaemH	kȷàem	 sword	204239
墜	zhuì	drwijH	ḍwı̀ȷ	 fall down	204277
暮	mù	muH	mù		204389
雨	yǔ	hjuX hjuX	hȷú hȷú	 rain / rain	204409
雨	yu	hjuX	hȷú		204409
舟	zhōu	tsyuw	ts̯ūw	 boat	204430
移	yí	ye	yē	 move (v.)	204478
決/决	jué	kwet	kwet	 open a passage for a stream	204514
驪	Lí	lje	lȷē		204538
顧	gù	kuH	kù	 look around	208199
剛	gāng	kang	kāng	 strong; hard	208201
神	shén	zyin	z̯ı̄n	 spirit	208492
神農	Shénnóng	zyin nowng	z̯ı̄n nōwng	 spirit / agriculture; to farm	208492
伏羲	Fúxī	bjuwk bjuwH xje	bȷuwk bȷùw xȷē	 lie prostrate / hatch (v.) / (proper name)	208527
肱	gōng	kwong	kwōng	 (upper) arm	210668
擊	jī	kek	kek	 strike (v.)	210670
賤	jiàn	dzjenH	dzȷèn	 cheap; low, mean	211944
鬼	guǐ	kjw+jX	kȷwų́ȷ	 ghost	214501
怨	yuàn	'jwonH	'ȷwòn	 resentment	214546
貫	guàn	kwanH kwan	kwàn kwān	 pass through the center / pass through the center	214592
鐸	duó	dak	dak	 a kind of bell	214809
什	shí	dzyip	dz̯ıp	 troop of ten men	215533
寐	mèi	mjijH	mȷı̀ȷ	 sleep	215896
盍	hé	hap	hap	 thatch, cover (v.)	215934
昆	kūn	kwon	kwōn	 elder brother	216448
胡	hú	hu	hū	 foreigners in the north	216490
交	jiāo	kaew	kāew	 cross (v.)	217730
信	xìn	sinH	sı̀n	 truthful	217751
遊	yóu	yuw	yūw	 wander about	217786
罰	fá	bjot	bȷot	 punish	218627
祭	jì	tsjejH	tsȷèȷ	 sacrifice	218676
廢	fèi	pjojH	pȷòȷ	 cast aside	219695
俱	jù	kju	kȷū	 all, together	224838
兩	liǎng	ljangX	lȷáng	 a pair	226069
草	cǎo	tshawX	tsháw	 grass, plants	226119
稼	jià	kaeH	kàe	 grain; sow (v.)	226121
始	shǐ	syiX	s̯ı́	 begin	226656
怠	dài	dojX	dóȷ	 idle, negligent	226666
惑	huò	hwok	hwok	 deceive	226674
幹	gàn	kanH	kàn	 stem; framework	227622
源/原	yuán	ngjwon	ngȷwōn	 spring, source	227639
惠	huì	hwejH	hwèȷ	 kind, good	227716
鳴	míng	mjaeng	mȷāeng	 cry (of birds or animals)	227725
窺	kuī	khjwie	khȷwı̄e	 pry, spy (v.)	227742
牖	yǒu	yuwX	yúw	 window	227744
巨/鉅	jù	gjoX	gȷó		227779
荊	Jīng	kjaeng	kȷāeng	 briar	227799
腹	fù	pjuwk	pȷuwk	 belly	227863
骨	gǔ	kwot	kwot	 bone	227872
親	qīn	tshin	tshı̄n	 close; parents	227875
衛	Wèi	hjwejH	hȷwèȷ	 to guard	230747
穆	mù	mjuwk	mȷuwk	 harmonious	230767
丁	dīng	teng teng	tēng tēng	 4th heavenly stem / 4th heavenly stem	230806
卯	mǎo	maewX	máew	 4th earthly branch	230832
疾	jí	dzit	dzıt	 sickness	230880
疾	jí	dzit	dzıt	 sickness	230880
愈	yù	yuX	yú	 increase	230900
既/旣	jì	kj+jH	kȷų̀ȷ	 complete (v.)	230943
既而	jì'ér	kj+jH nyi	kȷų̀ȷ n̯ı̄	 complete (v.) / and, but	230943
衰	shuāi	srwij	ṣwı̄ȷ	 diminish, decline	230970
猶	yóu	yuw	yūw	 still, yet	230994
夷	Yí	yij	yı̄ȷ	 level, peaceful	231089
終	zhōng	tsyuwng	ts̯ūwng	 end	232352
留	liú	ljuw	lȷūw	 stay, remain	232398
寢	qǐn	tshimX	tshı́m	 sleep	232964
睹	dǔ	tuX	tú	 see	233041
微	wēi	mj+j	mȷų̄ȷ	 small	233837
微	wéi	mj+j	mȷų̄ȷ		233837
服	fú	bjuwk	bȷuwk	 quiver (n.)	233838
服	fú	bjuwk	bȷuwk	 quiver (n.)	233838
燭	zhú	tsyowk	ts̯owk	 torch	233913
杯	bēi	pwoj	pwōȷ	 cup	234168
束	shù	syowk	s̯owk	 bind; bundle	234233
錦	jǐn	kimX	kı́m	 brocade	234234
駟	sì	sijH	sı̀ȷ	 team of four horses	234410
尺	chǐ	tsyhek	ts̯hek	 foot (measure)	234423
選	xuǎn	sjwenX	sȷwén	 choose; count	234432
宮	gōng	kjuwng	kȷūwng	 dwelling; palace; note of scale	234446
凡	fán	bjom	bȷōm	 in every case	235485
力	lì	lik	lık	 strength	239556
閉	bì	pejH	pèȷ	 close (v.); obstruct	239627
姑	gū	ku	kū	 father's sister	241536
姑/家	gū	ku	kū	 father's sister	241536
覺	jué	kaewk kaewk	kaewk kaewk	 be aware / be aware	241853
覺	jiào	kaewH	kàew	 awaken	241853
睦	mù	mjuwk	mȷuwk	 concord	243143
誦	sòng	zjowngH	zȷòwng	 recite	243152
甲	jiǎ	kaep	kaep	 1st heavenly stem; fingernail	244093
甲	jiǎ	kaep	kaep	 1st heavenly stem; fingernail	244093
乙	yǐ	'it	'ıt	 2nd heavenly stem	244095
戊	wù	muwH	mùw	 5th heavenly stem	244101
庚	gēng	kaeng	kāeng	 7th heavenly stem	244105
辛	xīn	sin	sı̄n	 pungent; painful	244107
壬	rén	nyim	n̯ı̄m	 9th heavenly stem	244109
癸	guǐ	kjwijX	kȷwı́ȷ	 10th heavenly stem	244111
丑	chǒu	trhjuwX	ṭhȷúw	 2d earthly branch	244119
寅	yín	yij	yı̄ȷ	 3rd earthly branch	244121
辰	chén	dzyin	dz̯ı̄n	 5th earthly branch	244125
巳	sì	ziX	zı́	 6th earthly branch	244127
午	wǔ	nguX	ngú	 7th earthly branch	244129
申	shēn	syin	s̯ı̄n	 9th earthly branch	244133
酉	yǒu	yuwX	yúw	 10th earthly branch	244135
戌	xū	swit	swıt	 11th earthly branch	244137
亥	hài	hojX	hóȷ	 12th earthly branch	244139
虎	hǔ	xuX	xú	 tiger	245471
蛇	shé	zyae	z̯āe	 snake	245480
雞	jī	kej	kēȷ	 fowl, chicken	245492
狗	gǒu	kuwX	kúw	 dog	245495
謂	wèi	hjw+jH	hȷwų̀ȷ	 say, tell, call	248487
司寇	sīkòu	si khuwH	sı̄ khùw	 superintend / rob; robber	250474
寇	kòu	khuwH	khùw	 rob; robber	250474
戮	lù	ljuwk	lȷuwk	 kill	252577
令	líng	leng	lēng	 脊令 tsjek.leng (a kind of water bird)	253060
令	líng	leng	lēng	 脊令 tsjek.leng (a kind of water bird)	253060
令	lìng	ljengH ljengH	lȷèng lȷèng	 issue a command / issue a command	253060
卿	qīng	khjaeng	khȷāeng	 minister (v.)	253101
鵬	Péng	bong	bōng		253172
鄰	lín	lin	lı̄n	 group of 5 families; neighbor	253312
助	zhù	dzrjoH	dẓȷò	 help (v.)	254225
苗	miáo	mjew	mȷēw	 sprout (n.)	254836
嫁	jià	kaeH	kàe	 go (as a bride) to one's new home	254890
獸	shòu	syuwH	s̯ùw	 (wild) animal	254952
巧	qiǎo	khaewX	kháew	 artful	255605
仞	rèn	nyinH	n̯ı̀n		256170
箸	zhù	drjoH	ḍȷò	 chopsticks	256212
貧	pín	bin	bı̄n	 poor	256236
黍	shǔ	syoX	s̯ó	 Panicum miliaceum, glutinous	256706
苟	gǒu	kuwX	kúw	 if really	257426
合	hé	hop	hop	 come together; bring together	257643
仰	yǎng	ngjangX	ngȷáng	 lift the face, look up	258403
施	shī	sye	s̯ē	 give, bestow	260589
施	yì	sye	s̯ē		260589
容	róng	yowng	yōwng	 contain	261047
從容	cóngróng	dzjowng dzjowng yowng	dzȷōwng dzȷōwng yōwng	 to follow / to follow / contain	261047
狄/翟	Dí	dek	dek	 (name of a northern tribe)	261055
傲/驁	ào	ngawH	ngàw		261622
慢	màn	maenH	màen	 disrespectful	261623
蝴蝶/胡蝶	húdié	# dep	# dep	  / hu-dep: butterfly	262438
麒麟	qílín	gi lin	gı̄ lı̄n	  /	262469
召	zhào	drjewH	ḍȷèw	 summon	267640
歸	guī	kjw+j	kȷwų̄ȷ	 return (v.)	268203
歸	guī	kjw+j	kȷwų̄ȷ	 return (v.)	268203
歸	guī	kjw+j	kȷwų̄ȷ	 return (v.)	268203
室	shì	syit	s̯ıt	 chamber; house	268250
築	zhú	trjuwk	ṭȷuwk		268269
狼	láng	lang	lāng	 wolf	271795
棲	qī	sej	sēȷ	 bird's nest	271815
博	bó	pak	pak	 broad	271880
久	jiǔ	kjuwX	kȷúw	 a long time	272012
窮	qióng	gjuwng	gȷūwng	 poor	273437
烏	wū	'u	'ū	 oh!	273438
皇帝	huángdì	hwang tejH	hwāng tèȷ	 yellow and white spotted / God	275068
驕	jiāo	kjew	kȷēw		278045
鮮	xiaň	sjen	sȷēn		278048
羞	xiū	sjuw	sȷūw	 shame	280460
楮	chǔ	trhjoX	ṭhȷó		283895
葉	yè	yep	yep	 leaf	283897
美	měi	mijX	mı́ȷ	 beautiful	283953
棄	qì	khjijH	khȷı̀ȷ	 throw away, abandon	283980
擇	zé	draek	ḍaek		286044
悌/弟	tì	dejX	déȷ		287162
